relationship_id	type	start_id	end_id	properties	file_name
25363	catalysis	9427	88	"{""ph"": null, ""temperature"": ""55°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1006%2fabbi.2000.1894.yml
25364	catalysis	9427	2131	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": ""high"", ""substrate"": null}"	10.1006%2fabbi.2000.1894.yml
25365	produce	62	837	"{""temperature"": null, ""ph"": ""5.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""synthetic medium"", ""moisture"": null, ""carbon_source"": ""glucose"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	van_maris-2004-directed_evolution_of_pyruvate.yml
25366	catalysis	837	4	"{""ph"": ""5.0"", ""temperature"": ""controlled aerobic batch cultures"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	van_maris-2004-directed_evolution_of_pyruvate.yml
25367	produce	115	280	"{""temperature"": ""40°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": ""48 hours"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	chatterjee-2015-production_and_characterizatio.yml
25368	produce	115	280	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""wheat bran"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": ""yeast extract"", ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	chatterjee-2015-production_and_characterizatio.yml
25369	produce	115	280	"{""temperature"": null, ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	chatterjee-2015-production_and_characterizatio.yml
25371	catalysis	280	687	"{""ph"": null, ""temperature"": ""50°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	chatterjee-2015-production_and_characterizatio.yml
25372	catalysis	280	282	"{""ph"": ""7.0"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	chatterjee-2015-production_and_characterizatio.yml
25373	catalysis	280	282	"{""ph"": ""10.0"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	chatterjee-2015-production_and_characterizatio.yml
25374	produce	22	9428	"{""temperature"": ""30°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	li-2023-metabolic_engineering_of_de_novo_pathw.yml
25375	produce	22	9429	"{""temperature"": ""30°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	li-2023-metabolic_engineering_of_de_novo_pathw.yml
25376	produce	22	9430	"{""temperature"": ""30°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	li-2023-metabolic_engineering_of_de_novo_pathw.yml
25377	produce	22	9431	"{""temperature"": ""30°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	li-2023-metabolic_engineering_of_de_novo_pathw.yml
25378	produce	22	9432	"{""temperature"": ""30°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	li-2023-metabolic_engineering_of_de_novo_pathw.yml
25379	catalysis	9428	9433	"{""ph"": null, ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	li-2023-metabolic_engineering_of_de_novo_pathw.yml
25380	catalysis	9429	9433	"{""ph"": null, ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	li-2023-metabolic_engineering_of_de_novo_pathw.yml
25381	catalysis	9430	9434	"{""ph"": null, ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	li-2023-metabolic_engineering_of_de_novo_pathw.yml
25382	catalysis	9431	9434	"{""ph"": null, ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	li-2023-metabolic_engineering_of_de_novo_pathw.yml
25383	catalysis	9432	25	"{""ph"": null, ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	li-2023-metabolic_engineering_of_de_novo_pathw.yml
25384	produce	3	9435	"{""temperature"": null, ""ph"": ""5.8"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.1016%2fj.jbiotec.2008.03.016.yml
25385	produce	3	9435	"{""temperature"": null, ""ph"": ""6.2"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.1016%2fj.jbiotec.2008.03.016.yml
25386	produce	62	4609	"{""temperature"": ""50°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.jbiotec.2008.03.016.yml
25387	catalysis	9435	176	"{""ph"": ""5.8"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiotec.2008.03.016.yml
25388	catalysis	9435	176	"{""ph"": ""6.2"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiotec.2008.03.016.yml
25389	catalysis	9435	4592	"{""ph"": ""6.2"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiotec.2008.03.016.yml
25390	catalysis	9435	3560	"{""ph"": ""6.2"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiotec.2008.03.016.yml
25391	produce	62	211	"{""temperature"": null, ""ph"": null, ""substrate"": ""glucose"", ""incubation_period"": null, ""medium"": ""SD medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1186%2fs12934-019-1226-6.yml
25392	produce	62	212	"{""temperature"": null, ""ph"": null, ""substrate"": ""glucose"", ""incubation_period"": null, ""medium"": ""SD medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1186%2fs12934-019-1226-6.yml
25393	produce	62	1037	"{""temperature"": null, ""ph"": null, ""substrate"": ""glucose"", ""incubation_period"": null, ""medium"": ""SD medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1186%2fs12934-019-1226-6.yml
25394	catalysis	211	50	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": ""20 g/L"", ""substrate"": null}"	10.1186%2fs12934-019-1226-6.yml
25395	catalysis	212	50	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": ""20 g/L"", ""substrate"": null}"	10.1186%2fs12934-019-1226-6.yml
25396	catalysis	1037	50	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": ""20 g/L"", ""substrate"": null}"	10.1186%2fs12934-019-1226-6.yml
25397	produce	9436	396	"{""temperature"": ""60°C"", ""ph"": ""5.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	zhou-2015-extracellular_overexpression_of_chit.yml
25398	catalysis	396	397	"{""ph"": ""5.0"", ""temperature"": ""60°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	zhou-2015-extracellular_overexpression_of_chit.yml
25399	catalysis	396	397	"{""ph"": null, ""temperature"": null, ""ions"": ""Mn²⁺"", ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	zhou-2015-extracellular_overexpression_of_chit.yml
25400	catalysis	396	397	"{""ph"": null, ""temperature"": null, ""ions"": ""Co²⁺"", ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	zhou-2015-extracellular_overexpression_of_chit.yml
25401	catalysis	396	397	"{""ph"": null, ""temperature"": null, ""ions"": ""Hg²⁺"", ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	zhou-2015-extracellular_overexpression_of_chit.yml
25402	produce	3	1711	"{""temperature"": ""fermentation temperature"", ""ph"": ""pH level of the fermentation medium"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.2903%2fj.efsa.2021.6539.yml
25403	produce	22	9437	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""complex LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	zhao-2013-homofermentative_production_of_optic.yml
25404	catalysis	9437	50	"{""ph"": ""7.0"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	zhao-2013-homofermentative_production_of_optic.yml
25405	produce	76	280	"{""temperature"": null, ""ph"": null, ""substrate"": ""proteins"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2023-improved_extraction_yield,_water_solub.yml
25406	produce	76	2	"{""temperature"": null, ""ph"": null, ""substrate"": ""carbohydrates"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2023-improved_extraction_yield,_water_solub.yml
25407	produce	9438	2	"{""temperature"": ""50°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": ""72 h"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": ""200 rpm"", ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	khunnonkwao-2024-valorization_of_empty_oil-pal.yml
25408	produce	9438	174	"{""temperature"": ""50°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": ""72 h"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": ""200 rpm"", ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	khunnonkwao-2024-valorization_of_empty_oil-pal.yml
25409	catalysis	2	21	"{""ph"": null, ""temperature"": ""50°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	khunnonkwao-2024-valorization_of_empty_oil-pal.yml
25410	catalysis	174	176	"{""ph"": null, ""temperature"": ""50°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	khunnonkwao-2024-valorization_of_empty_oil-pal.yml
25411	produce	22	338	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": ""glucose"", ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1099%2fmic.0.055590-0.yml
25412	catalysis	338	377	"{""ph"": null, ""temperature"": null, ""ions"": ""NAD+"", ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1099%2fmic.0.055590-0.yml
25413	catalysis	2583	377	"{""ph"": null, ""temperature"": null, ""ions"": ""NAD+"", ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1099%2fmic.0.055590-0.yml
25414	produce	62	195	"{""temperature"": ""42°C"", ""ph"": null, ""substrate"": ""glucose"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	marini-2009-the_use_of_selected_starter__i_sac.yml
